SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
338,11.05,981,300,165,20,55
338,11.10,1281,300,214,22,72
338,11.15,1581,300,174,25,81
338,11.20,1881,300,170,15,52
338,11.30,2481,300,371,27,62
338,11.35,2781,300,315,25,71
338,11.45,3381,300,274,16,49
338,12.30,6081,300,165,12,41
338,13.35,9981,300,302,19,44
338,14.10,12081,300,215,19,66
338,14.55,14781,300,176,13,73
338,16.35,20781,300,210,12,40
338,16.50,21681,300,218,19,53
338,17.25,23781,300,391,28,76
338,17.30,24081,300,214,14,75
338,19.00,29481,300,238,19,41
338,09.50,35168,300,206,26,99
