SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12417,7.2,4,147,52,0,1
12417,7.25,151,300,155,1,6
12417,7.3,451,300,74,1,2
12417,7.35,751,300,63,0,1
12417,7.4,1051,300,151,5,7
12417,7.45,1351,300,111,0,13
12417,7.5,1651,300,155,2,3
12417,7.55,1951,300,181,3,10
12417,8,2251,300,119,3,15
12417,8.05,2551,300,130,5,14
12417,8.1,2851,300,59,2,14
12417,8.15,3151,300,172,3,10
12417,8.2,3451,300,65,1,5
12417,8.25,3751,300,109,2,6
12417,8.3,4051,300,106,2,22
12417,8.35,4351,300,44,4,24
12417,8.4,4651,300,209,6,17
12417,8.45,4951,300,49,1,16
12417,8.5,5251,300,82,1,4
12417,8.55,5551,300,74,1,9
12417,9,5851,300,161,3,14
12417,9.05,6151,300,89,3,9
12417,9.1,6451,300,210,3,19
12417,9.15,6751,300,170,6,11
12417,9.2,7051,300,279,12,29
12417,9.25,7351,300,208,7,17
12417,9.3,7651,300,42,2,14
12417,9.35,7951,300,187,7,20
12417,9.4,8251,300,71,2,5
12417,9.45,8551,300,76,2,5
12417,9.5,8851,300,56,2,9
12417,9.55,9151,300,6,1,24
12417,10,9451,300,30,1,34
12417,10.05,9751,300,93,3,14
12417,10.1,10051,300,38,1,21
12417,10.15,10351,300,99,1,5
12417,10.2,10651,300,96,3,21
12417,10.25,10951,300,231,8,18
12417,10.3,11251,300,6,0,11
12417,10.35,11551,300,74,2,8
12417,10.4,11851,300,174,6,21
12417,10.45,12151,300,21,2,23
12417,10.5,12451,300,194,6,19
12417,10.55,12751,300,222,7,20
12417,11,13051,300,95,3,8
12417,11.05,13351,300,199,6,10
12417,11.1,13651,300,20,0,0
12417,11.15,13951,300,5,0,0
12417,11.2,14251,300,74,1,5
12417,11.25,14551,300,465,3,6
12417,11.3,14851,300,56,1,3
12417,11.35,15151,300,148,0,0
12417,11.4,15451,300,122,2,5
12417,11.45,15751,300,162,1,4
12417,11.5,16051,300,23,0,1
12417,11.55,16351,300,108,1,1
12417,12,16651,300,173,0,0
12417,12.05,16951,300,29,0,1
12417,12.1,17251,300,0,0,1
12417,12.15,17551,300,0,0,0
12417,12.2,17851,300,0,0,0
12417,12.25,18151,300,0,0,1
12417,12.3,18451,300,206,0,4
12417,12.35,18751,300,139,2,2
12417,15.35,29551,300,71,1,2
12417,15.4,29851,300,72,1,9
12417,15.45,30151,300,206,6,8
12417,15.5,30451,300,475,2,6
12417,15.55,30751,300,303,14,30
12417,16,31051,300,286,4,21
12417,16.05,31351,300,134,4,7
12417,16.1,31651,300,218,6,14
12417,16.15,31951,300,189,3,10
12417,16.2,32251,300,116,0,0
12417,16.25,32551,300,72,0,0
12417,16.3,32851,300,0,0,4
12417,16.35,33151,300,23,0,0
12417,16.4,33451,300,34,0,3
12417,16.45,33751,300,56,2,6
12417,16.5,34051,300,35,1,7
12417,16.55,34351,300,109,2,3
12417,17,34651,300,5,0,1
12417,17.05,34951,300,72,1,1
12417,17.1,35251,300,2,1,5
12417,17.15,35551,300,93,0,3
12417,17.2,35851,300,414,1,4
12417,17.25,36151,300,167,0,6
12417,17.3,36451,300,52,0,6
12417,17.35,36751,300,21,1,5
12417,17.4,37051,300,18,1,6
12417,17.45,37351,300,30,2,15
12417,17.5,37651,300,60,3,12
12417,17.55,37951,300,46,1,20
12417,18,38251,300,30,1,20
12417,18.05,38551,300,88,1,8
12417,18.1,38851,300,56,4,6
12417,18.15,39151,300,11,1,7
12417,18.2,39451,300,93,1,3
12417,18.25,39751,300,37,0,1
12417,18.3,40051,300,18,1,2
12417,18.35,40351,300,53,2,3
12417,18.4,40651,300,48,1,8
12417,18.45,40951,300,260,1,1
12417,18.5,41251,300,306,4,7
12417,18.55,41551,300,296,9,18
12417,19,41851,300,23,0,1
12417,19.05,42151,300,143,2,3
12417,19.1,42451,300,215,1,1
12417,19.15,42751,300,50,0,1
12417,19.2,43051,300,75,0,0
