SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
11743,7.5,616,300,449,9,17
11743,7.55,916,300,240,10,22
11743,8.05,1516,300,179,9,29
11743,8.35,3316,300,166,9,17
11743,8.4,3616,300,207,16,29
11743,8.45,3916,300,228,10,17
11743,8.5,4216,300,216,11,20
11743,8.55,4516,300,141,13,40
11743,9,4816,300,120,10,19
11743,9.1,5416,300,151,8,15
11743,9.25,6316,300,244,9,15
11743,9.55,8116,300,221,16,22
11743,10.5,11416,300,199,8,15
11743,11.05,12316,300,212,9,24
11743,13.2,20416,300,431,16,22
11743,13.25,20716,300,124,7,19
11743,13.3,21016,300,137,17,25
11743,14,22816,300,116,8,15
11743,14.15,23716,300,220,6,20
11743,15,26416,300,214,9,15
11743,15.05,26716,300,213,10,21
11743,16,30016,300,123,4,18
11743,16.1,30616,300,346,16,19
11743,16.15,30916,300,308,13,18
11743,16.25,31516,300,191,4,15
11743,16.45,32716,300,198,13,34
11743,16.5,33016,300,165,12,45
11743,16.55,33316,300,380,19,31
11743,17,33616,300,334,15,19
11743,17.3,35416,300,184,13,17
11743,17.4,36016,300,149,11,35
