SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12683,7.05,1311,300,218,25,48
12683,7.2,2211,300,213,9,31
12683,7.5,4011,300,189,20,49
12683,9.15,9111,300,199,8,27
12683,9.3,10011,300,442,11,24
12683,9.5,11211,300,140,6,20
12683,10.25,13311,300,177,11,44
12683,10.45,14511,300,254,13,28
12683,10.5,14811,300,191,10,34
12683,11.05,15711,300,232,13,44
12683,11.2,16611,300,241,9,32
12683,11.25,16911,300,390,20,41
12683,11.4,17811,300,142,14,48
12683,11.45,18111,300,260,24,54
12683,12.15,19911,300,200,9,27
12683,12.3,20811,300,336,29,54
12683,12.35,21111,300,263,9,35
12683,13.25,24111,300,222,12,37
12683,13.3,24411,300,364,19,33
12683,13.35,24711,300,276,9,24
12683,16.1,34011,300,222,13,31
12683,16.15,34311,300,321,19,49
12683,16.2,34611,300,333,28,67
12683,16.35,35511,300,321,12,39
12683,16.45,36111,300,207,10,20
12683,17.05,37311,300,146,12,92
12683,17.15,37911,300,175,8,34
12683,18.2,41811,300,331,13,28
12683,18.3,42411,300,289,22,50
12683,18.35,42711,300,550,33,42
12683,18.5,43611,300,404,26,43
12683,18.55,43911,300,349,9,22
12683,19.45,46911,300,215,12,23
12683,19.5,47211,300,326,11,22
12683,20,47811,300,225,19,39
12683,20.1,48411,300,456,13,19
12683,20.2,49011,300,492,31,52
