SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
13191,7.2,2274,300,300,11,16
13191,8.05,4974,300,158,9,20
13191,8.15,5574,300,193,7,15
13191,8.2,5874,300,194,9,18
13191,8.25,6174,300,227,7,17
13191,8.3,6474,300,129,7,27
13191,8.55,7974,300,261,21,64
13191,9,8274,300,336,17,52
13191,9.1,8874,300,221,19,50
13191,9.15,9174,300,150,9,34
13191,9.2,9474,300,166,14,62
13191,9.35,10374,300,140,22,65
13191,9.55,11574,300,167,11,28
13191,14.25,27774,300,289,14,41
13191,14.35,28374,300,357,10,20
13191,15.35,31974,300,359,13,23
13191,16.4,35874,300,113,7,33
13191,18.1,41274,300,136,6,16
13191,18.2,41874,300,478,9,17
13191,19.15,45174,300,118,4,24
13191,19.25,45774,300,310,9,17
13191,20,47874,300,313,16,46
13191,20.05,48174,300,138,5,20
13191,20.1,48474,300,384,17,35
13191,20.25,49374,300,180,7,19
13191,20.3,49674,300,287,12,20
13191,20.35,49974,300,247,8,15
13191,20.4,50274,300,167,5,19
