SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
12390,10.45,11173,300,180,6,17
12390,10.5,11473,300,129,5,28
12390,10.55,11773,300,126,8,16
12390,11,12073,300,228,8,15
12390,15.4,28873,300,126,7,16
12390,15.45,29173,300,330,13,29
12390,15.5,29473,300,585,15,43
12390,15.55,29773,300,702,14,22
12390,16.1,30673,300,119,5,18
12390,16.4,32473,300,189,6,16
12390,17.05,33973,300,601,11,15
12390,17.1,34273,300,281,13,30
12390,17.2,34873,300,418,15,18
12390,17.25,35173,300,177,9,23
12390,17.3,35473,300,289,6,18
12390,19.25,42373,300,274,13,28
12390,19.3,42673,300,126,8,26
12390,19.35,42973,300,310,14,30
12390,19.45,43573,300,281,11,23
12390,19.5,43873,300,127,6,16
12390,20.1,45073,300,367,9,20
12390,20.3,46273,300,276,12,18
12390,20.5,47473,300,128,9,15
12390,22.2,52873,300,373,13,17
12390,22.4,54073,300,906,17,19
