SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
475,7.25,361,300,336,8,17
475,8.2,3661,300,201,7,21
475,9.25,7561,300,200,6,16
475,9.3,7861,300,279,16,37
475,9.35,8161,300,304,14,20
475,9.4,8461,300,139,5,15
475,10,9661,300,239,13,29
475,10.1,10261,300,200,7,17
475,10.15,10561,300,268,9,33
475,12.55,20161,300,167,10,36
475,13,20461,300,375,10,24
475,13.1,21061,300,138,5,18
475,13.25,21961,300,144,11,22
475,13.3,22261,300,276,23,55
475,13.45,23161,300,145,8,17
475,14.45,26761,300,178,12,56
475,14.5,27061,300,205,12,40
475,14.55,27361,300,151,13,40
475,15.2,28861,300,214,11,22
475,15.35,29761,300,238,10,24
475,17,34861,300,215,9,16
475,18,38461,300,599,22,29
475,18.1,39061,300,178,6,17
475,18.2,39661,300,305,16,27
475,19.2,43261,300,569,12,16
