SUBJECT,Time,RecTime,Duration,AWC,CTC,CVC
310,10,614,300,310,10,15
310,10.3,2414,300,261,7,13
310,10.35,2714,300,398,14,20
310,10.4,3014,300,174,6,18
310,10.5,3614,300,267,7,18
310,11.05,4514,300,274,14,26
310,11.1,4814,300,257,12,21
310,11.15,5114,300,195,7,15
310,11.35,6314,300,509,6,14
310,11.45,6914,300,292,10,12
310,12.15,8714,300,190,5,24
310,12.2,9014,300,178,8,22
310,12.35,9914,300,191,10,17
310,12.5,10814,300,196,5,18
310,9.5,12115,300,260,5,15
310,10.1,13315,300,364,7,17
310,10.15,13615,300,271,10,30
310,10.4,15115,300,314,11,16
310,10.55,16015,300,290,12,41
310,11.15,17215,300,214,7,15
310,11.2,17515,300,258,5,13
310,17.2,39115,300,251,7,12
310,18.15,42415,300,271,8,14
310,18.25,43015,300,217,9,21
310,19.05,45415,300,203,6,12
310,19.55,48415,300,265,8,15
